"Status";"Date";"Description";"Debit";"Credit";"Member Name"
"Cleared";5/24/1989 0:00:00;"TOMMY HILLCLIMBER";94.06;;"Marge Simpson"
"Cleared";8/17/1989 0:00:00;"BROWN CHICKEN BROWN COW";70.95;;"Marge Simpson"
"Cleared";8/17/1989 0:00:00;"LINENS-N-SUCH";55.76;;"Marge Simpson"
"Cleared";8/17/1989 0:00:00;"NOTORIOUS P.I.G. BBQ";112.90;;"Marge Simpson"
"Cleared";8/17/1989 0:00:00;"PAINFUL MEMORIES PARTY SUPPLY";28.90;;"Marge Simpson"
"Cleared";8/17/1989 0:00:00;"WELLNESS FOODS";8.32;;"Marge Simpson"
"Cleared";8/17/1989 0:00:00;"ABERCROMBIE & THE OTHER GUY";52.13;;"Marge Simpson"
"Cleared";8/16/1989 0:00:00;"TRY N' SAVE";97.34;;"Marge Simpson"
"Cleared";8/16/1989 0:00:00;"TRY N' SAVE";4.37;;"Marge Simpson"
"Cleared";8/19/1989 0:00:00;"SPRINGFIELD SCHOOL DISTRICT";18.27;;"Marge Simpson"
"Cleared";7/27/1989 0:00:00;"WHOLE PAYCHECK";69.83;;"Marge Simpson"
"Cleared";8/19/1989 0:00:00;"KWIK-E-MART GAS";26.95;;"Marge Simpson"
"Cleared";7/26/1989 0:00:00;"GLOVE ME TENDER";18.27;;"Marge Simpson"
"Cleared";7/25/1989 0:00:00;"SHACK OF SIT";153.99;;"Marge Simpson"
"Cleared";7/25/1989 0:00:00;"NOISELAND ARCADE";12.97;;"Marge Simpson"
"Cleared";7/25/1989 0:00:00;"NOISELAND ARCADE";8.70;;"Marge Simpson"
"Cleared";7/25/1989 0:00:00;"MUCH ADO ABOUT MUFFINS";9.75;;"Marge Simpson"
"Cleared";7/24/1989 0:00:00;"VICTORS SECRET";46.60;;"Marge Simpson"
"Cleared";7/24/1989 0:00:00;"BRITCHES & HOSE";23.28;;"Marge Simpson"
"Cleared";7/24/1989 0:00:00;"TOMMY HILLCLIMBER";91.78;;"Marge Simpson"
"Cleared";7/24/1989 0:00:00;"SPRINGFIELD GLEN COUNTRY CLUB";60.53;;"Marge Simpson"
"Cleared";7/24/1989 0:00:00;"DONNER'S PARTY SUPPLIES";5.57;;"Marge Simpson"
"Cleared";8/14/1989 0:00:00;"PAYMENT";;-1475.50;"Marge Simpson"
"Cleared";8/27/1989 0:00:00;"TRY N' SAVE";34.46;;"Marge Simpson"
"Cleared";9/18/1989 0:00:00;"GREATFUL BREAD";8.08;;"Marge Simpson"
"Cleared";9/18/1989 0:00:00;"HINDENBURGER";3.84;;"Marge Simpson"
"Cleared";9/17/1989 0:00:00;"WHOLE PAYCHECK";402.79;;"Marge Simpson"
"Cleared";9/17/1989 0:00:00;"WHOLE PAYCHECK";1.27;;"Marge Simpson"
"Cleared";9/15/1989 0:00:00;"SPRINGFIELD SCHOOL DISTRICT";6.09;;"Marge Simpson"
"Cleared";9/13/1989 0:00:00;"PAYMENT";;-751.63;"Marge Simpson"
"Cleared";9/12/1989 0:00:00;"WHOLE PAYCHECK";43.42;;"Marge Simpson"
"Cleared";9/10/1989 0:00:00;"PAYMENT";;-870.00;"Marge Simpson"
"Cleared";9/5/1989 0:00:00;"WHOLE PAYCHECK";16.77;;"Marge Simpson"
"Cleared";8/18/1989 0:00:00;"DITCHER, QUICK & HYDE";34.80;;"Marge Simpson"
"Cleared";8/28/1989 0:00:00;"AMERICAN VULTURE";91.13;;"Marge Simpson"
"Cleared";7/24/1989 0:00:00;"AMERICAN VULTURE";4.83;;"Marge Simpson"
"Cleared";8/26/1989 0:00:00;"KWIK-E-MART GAS";39.99;;"Marge Simpson"
"Cleared";8/24/1989 0:00:00;"SHACK OF SIT";153.99;;"Marge Simpson"
"Cleared";8/23/1989 0:00:00;"AMERICAN VULTURE";29.32;;"Marge Simpson"
"Cleared";8/23/1989 0:00:00;"AMERICAN VULTURE";;-31.41;"Marge Simpson"
"Cleared";8/22/1989 0:00:00;"ABERCROMBIE & THE OTHER GUY";2.47;;"Marge Simpson"
"Cleared";8/21/1989 0:00:00;"PUNCHLINE JUICE BAR";7.69;;"Marge Simpson"
"Cleared";8/21/1989 0:00:00;"BANANA MONARCHY";29.91;;"Marge Simpson"
"Cleared";8/21/1989 0:00:00;"SEMI-PAINLESS DENTISTRY";51.33;;"Marge Simpson"
"Cleared";8/21/1989 0:00:00;"AMERICAN VULTURE";123.10;;"Marge Simpson"
"Cleared";8/19/1989 0:00:00;"WHOLE PAYCHECK";94.02;;"Marge Simpson"
"Cleared";8/31/1989 0:00:00;"WAVERLY HILLS";31.91;;"Marge Simpson"
"Cleared";6/20/1989 0:00:00;"SHACK OF SIT";217.65;;"Marge Simpson"
"Cleared";6/25/1989 0:00:00;"PUNCHLINE JUICE BAR";7.42;;"Marge Simpson"
"Cleared";6/25/1989 0:00:00;"SHACK OF SIT";153.99;;"Marge Simpson"
"Cleared";6/25/1989 0:00:00;"GOOGOLPLEX THEATRES";21.68;;"Marge Simpson"
"Cleared";6/25/1989 0:00:00;"GOOGOLPLEX THEATRES";16.59;;"Marge Simpson"
"Cleared";6/25/1989 0:00:00;"HINDENBURGER";3.84;;"Marge Simpson"
"Cleared";6/23/1989 0:00:00;"AMERICAN VULTURE";147.59;;"Marge Simpson"
"Cleared";6/22/1989 0:00:00;"KRUSTY BURGER";28.00;;"Marge Simpson"
"Cleared";6/21/1989 0:00:00;"TRY N' SAVE";7.15;;"Marge Simpson"
"Cleared";6/21/1989 0:00:00;"VERTEBREAKER";27.97;;"Marge Simpson"
"Cleared";7/24/1989 0:00:00;"KRUSTY BURGER";24.52;;"Marge Simpson"
"Cleared";6/20/1989 0:00:00;"TRY N' SAVE";10.71;;"Marge Simpson"
"Cleared";6/26/1989 0:00:00;"WHOLE PAYCHECK";138.49;;"Marge Simpson"
"Cleared";6/20/1989 0:00:00;"THE WURST PLACE";12.86;;"Marge Simpson"
"Cleared";6/20/1989 0:00:00;"CITY OF GARLICVILLE";12.61;;"Marge Simpson"
"Cleared";6/20/1989 0:00:00;"KENTUCKY FRIED PANDA";9.46;;"Marge Simpson"
"Cleared";6/19/1989 0:00:00;"TRY N' SAVE";27.00;;"Marge Simpson"
"Cleared";6/19/1989 0:00:00;"WHOLE PAYCHECK";309.31;;"Marge Simpson"
"Cleared";6/19/1989 0:00:00;"KWIK-E-MART GAS";15.58;;"Marge Simpson"
"Cleared";6/18/1989 0:00:00;"TRY N' SAVE";11.07;;"Marge Simpson"
"Cleared";6/14/1989 0:00:00;"PAYMENT";;-1390.64;"Marge Simpson"
"Cleared";5/29/1989 0:00:00;"THE TEXAS CHEESECAKE DEPOSITORY";9.17;;"Marge Simpson"
"Cleared";5/25/1989 0:00:00;"BREAD PITT";12.11;;"Marge Simpson"
"Cleared";6/21/1989 0:00:00;"SPRINGFIELD MALL";8.22;;"Marge Simpson"
"Cleared";7/17/1989 0:00:00;"TRY N' SAVE";129.31;;"Marge Simpson"
"Cleared";5/14/1990 0:00:00;"PAYMENT";;-1006.33;"Marge Simpson"
"Cleared";7/23/1989 0:00:00;"TOMMY HILLCLIMBER";23.29;;"Marge Simpson"
"Cleared";7/23/1989 0:00:00;"PUNCHLINE JUICE BAR";11.45;;"Marge Simpson"
"Cleared";7/23/1989 0:00:00;"GOOGOLPLEX THEATRES";12.35;;"Marge Simpson"
"Cleared";7/23/1989 0:00:00;"GOOGOLPLEX THEATRES";16.59;;"Marge Simpson"
"Cleared";7/23/1989 0:00:00;"WAGE GAP";53.60;;"Marge Simpson"
"Cleared";7/23/1989 0:00:00;"FOOL LOCKER";130.46;;"Marge Simpson"
"Cleared";7/23/1989 0:00:00;"AMERICAN VULTURE";109.48;;"Marge Simpson"
"Cleared";7/22/1989 0:00:00;"THE LEAD BALLOON";9.78;;"Marge Simpson"
"Cleared";7/22/1989 0:00:00;"ROAD SCHOLAR TRANSPORT";82.01;;"Marge Simpson"
"Cleared";6/26/1989 0:00:00;"SPRINGFIELD MALL";12.17;;"Marge Simpson"
"Cleared";7/19/1989 0:00:00;"BREAD PITT";9.32;;"Marge Simpson"
"Cleared";6/26/1989 0:00:00;"KWIK-E-MART GAS";32.22;;"Marge Simpson"
"Cleared";7/17/1989 0:00:00;"THINGS UNNECESSARY";3.71;;"Marge Simpson"
"Cleared";7/17/1989 0:00:00;"LEFTORIUM";52.88;;"Marge Simpson"
"Cleared";7/17/1989 0:00:00;"WHOLE PAYCHECK";239.92;;"Marge Simpson"
"Cleared";7/17/1989 0:00:00;"WHOLE PAYCHECK";1.27;;"Marge Simpson"
"Cleared";7/12/1989 0:00:00;"PAYMENT";;-1259.20;"Marge Simpson"
"Cleared";7/5/1989 0:00:00;"BREAD ZEPPELIN";3.68;;"Marge Simpson"
"Cleared";6/27/1989 0:00:00;"WHOLE PAYCHECK";27.49;;"Marge Simpson"
"Cleared";6/26/1989 0:00:00;"TACOS WITHOUT BORDERS";8.65;;"Marge Simpson"
"Cleared";6/26/1989 0:00:00;"LEFTORIUM";1.29;;"Marge Simpson"
"Cleared";7/24/1989 0:00:00;"SPRINGFIELD MALL";48.82;;"Marge Simpson"
"Cleared";7/19/1989 0:00:00;"BANDANA REPUBLIC";46.26;;"Marge Simpson"
"Cleared";12/16/1990 0:00:00;"WHOLE PAYCHECK";546.38;;"Marge Simpson"
"Cleared";5/3/1991 0:00:00;"KWIK-E-MART GAS";40.79;;"Marge Simpson"
"Cleared";12/29/1990 0:00:00;"TRY N' SAVE";;-55.00;"Marge Simpson"
"Cleared";12/24/1990 0:00:00;"THAI TANIC";104.27;;"Marge Simpson"
"Cleared";12/22/1990 0:00:00;"CHEESE CULTURE: A WHEY OF LIFE";97.00;;"Marge Simpson"
"Cleared";12/21/1990 0:00:00;"HUMBLETON DANCEWEAR";39.07;;"Marge Simpson"
"Cleared";12/20/1990 0:00:00;"SPRINGFIELD HIGH SCHOOL";7.43;;"Marge Simpson"
"Cleared";10/16/1990 0:00:00;"ABERCROMBIE & THE OTHER GUY";120.93;;"Marge Simpson"
"Cleared";12/16/1990 0:00:00;"KWIK-E-MART";122.90;;"Marge Simpson"
"Cleared";5/4/1991 0:00:00;"WHOLE PAYCHECK";49.24;;"Marge Simpson"
"Cleared";12/14/1990 0:00:00;"PAYMENT";;-1696.75;"Marge Simpson"
"Cleared";12/11/1990 0:00:00;"KWIK-E-MART GAS";20.47;;"Marge Simpson"
"Cleared";12/3/1990 0:00:00;"WHOLE PAYCHECK";59.76;;"Marge Simpson"
"Cleared";12/3/1990 0:00:00;"KWIK-E-MART GAS";24.54;;"Marge Simpson"
"Cleared";11/26/1990 0:00:00;"ABERCROMBIE & THE OTHER GUY";86.77;;"Marge Simpson"
"Cleared";11/26/1990 0:00:00;"AMERICAN VULTURE";31.02;;"Marge Simpson"
"Cleared";12/18/1990 0:00:00;"TACOS WITHOUT BORDERS";15.96;;"Marge Simpson"
"Cleared";5/22/1991 0:00:00;"KWIK-E-MART GAS";52.38;;"Marge Simpson"
"Cleared";6/14/1991 0:00:00;"PAYMENT";;-744.28;"Marge Simpson"
"Cleared";6/14/1991 0:00:00;"WHOLE PAYCHECK";96.65;;"Marge Simpson"
"Cleared";6/14/1991 0:00:00;"KWIK-E-MART GAS";46.98;;"Marge Simpson"
"Cleared";6/11/1991 0:00:00;"KWIK-E-MART GAS";24.16;;"Marge Simpson"
"Cleared";6/10/1991 0:00:00;"WHOLE PAYCHECK";91.35;;"Marge Simpson"
"Cleared";6/7/1991 0:00:00;"WHOLE PAYCHECK";21.29;;"Marge Simpson"
"Cleared";5/3/1991 0:00:00;"WHOLE PAYCHECK";304.41;;"Marge Simpson"
"Cleared";6/1/1991 0:00:00;"KWIK-E-MART GAS";31.36;;"Marge Simpson"
"Cleared";5/4/1991 0:00:00;"KWIK-E-MART GAS";28.37;;"Marge Simpson"
"Cleared";5/20/1991 0:00:00;"KWIK-E-MART GAS";27.43;;"Marge Simpson"
"Cleared";5/17/1991 0:00:00;"WHOLE PAYCHECK";31.48;;"Marge Simpson"
"Cleared";5/14/1991 0:00:00;"PAYMENT";;-1402.14;"Marge Simpson"
"Cleared";5/11/1991 0:00:00;"KWIK-E-MART GAS";45.61;;"Marge Simpson"
"Cleared";5/8/1991 0:00:00;"ALMOST HOMELESS HOTEL";5.22;;"Marge Simpson"
"Cleared";5/7/1991 0:00:00;"ALMOST HOMELESS HOTEL";5.22;;"Marge Simpson"
"Cleared";11/24/1990 0:00:00;"KWIK-E-MART";130.22;;"Marge Simpson"
"Cleared";6/1/1991 0:00:00;"WHOLE PAYCHECK";299.56;;"Marge Simpson"
"Cleared";10/23/1990 0:00:00;"KWIK-E-MART";44.32;;"Marge Simpson"
"Cleared";11/25/1990 0:00:00;"SAM & ELLA’S PIZZA";58.31;;"Marge Simpson"
"Cleared";11/6/1990 0:00:00;"WHOLE PAYCHECK";8.90;;"Marge Simpson"
"Cleared";11/6/1990 0:00:00;"WHOLE PAYCHECK";55.69;;"Marge Simpson"
"Cleared";11/6/1990 0:00:00;"KWIK-E-MART GAS";19.06;;"Marge Simpson"
"Cleared";11/5/1990 0:00:00;"PAYMENT";;-1500.75;"Marge Simpson"
"Cleared";11/4/1990 0:00:00;"WHOLEPAYCHECK.COM";93.21;;"Marge Simpson"
"Cleared";11/13/1990 0:00:00;"PAYMENT";;-327.82;"Marge Simpson"
"Cleared";10/23/1990 0:00:00;"KWIK-E-MART";19.23;;"Marge Simpson"
"Cleared";11/18/1990 0:00:00;"SPRINGFIELD DMV";45.24;;"Marge Simpson"
"Cleared";10/23/1990 0:00:00;"WHOLE PAYCHECK";32.31;;"Marge Simpson"
"Cleared";10/23/1990 0:00:00;"TACOS WITHOUT BORDERS";19.72;;"Marge Simpson"
"Cleared";10/21/1990 0:00:00;"SWAPPER JACK'S";78.64;;"Marge Simpson"
"Cleared";10/20/1990 0:00:00;"KWIK-E-MART";108.74;;"Marge Simpson"
"Cleared";10/20/1990 0:00:00;"WHOLE PAYCHECK";66.20;;"Marge Simpson"
"Cleared";10/19/1990 0:00:00;"THE WURST PLACE";13.62;;"Marge Simpson"
"Cleared";10/17/1990 0:00:00;"TACOS WITHOUT BORDERS";24.42;;"Marge Simpson"
"Cleared";10/24/1990 0:00:00;"KRUSTY BURGER";22.35;;"Marge Simpson"
"Cleared";11/21/1990 0:00:00;"KRUSTY BURGER";18.60;;"Marge Simpson"
"Cleared";7/21/1991 0:00:00;"KWIK-E-MART GAS";55.42;;"Marge Simpson"
"Cleared";11/24/1990 0:00:00;"UNCLE MOE'S FAMILY FEED BAG";28.91;;"Marge Simpson"
"Cleared";11/24/1990 0:00:00;"WELLNESS FOODS";36.06;;"Marge Simpson"
"Cleared";11/24/1990 0:00:00;"AMERICAN VULTURE";41.86;;"Marge Simpson"
"Cleared";11/23/1990 0:00:00;"WHOLE PAYCHECK";113.98;;"Marge Simpson"
"Cleared";11/22/1990 0:00:00;"TRY N' SAVE";52.13;;"Marge Simpson"
"Cleared";11/6/1990 0:00:00;"WHOLEPAYCHECK.COM";27.96;;"Marge Simpson"
"Cleared";11/22/1990 0:00:00;"NEIMAN MARK-UP";91.35;;"Marge Simpson"
"Cleared";11/24/1990 0:00:00;"TOMMY HILLCLIMBER";32.62;;"Marge Simpson"
"Cleared";11/21/1990 0:00:00;"KWIK-E-MART GAS";29.34;;"Marge Simpson"
"Cleared";11/20/1990 0:00:00;"GARLICVILLE DANCE";78.30;;"Marge Simpson"
"Cleared";11/19/1990 0:00:00;"HURTS DONUT";81.04;;"Marge Simpson"
"Cleared";11/19/1990 0:00:00;"INDIANA JEANS";54.97;;"Marge Simpson"
"Cleared";11/19/1990 0:00:00;"WHOLE PAYCHECK";22.36;;"Marge Simpson"
"Cleared";11/18/1990 0:00:00;"TRY N' SAVE";254.38;;"Marge Simpson"
"Cleared";11/18/1990 0:00:00;"FACE SHOP";89.74;;"Marge Simpson"
"Cleared";11/22/1990 0:00:00;"ABERCROMBIE & THE OTHER GUY";65.08;;"Marge Simpson"
"Cleared";11/7/1991 0:00:00;"SPRINGFIELD MALL";5.91;;"Marge Simpson"
"Cleared";10/19/1991 0:00:00;"WHOLE PAYCHECK";149.02;;"Marge Simpson"
"Cleared";11/17/1991 0:00:00;"ABERCROMBIE & THE OTHER GUY";85.72;;"Marge Simpson"
"Cleared";11/17/1991 0:00:00;"WHOLE PAYCHECK";51.99;;"Marge Simpson"
"Cleared";11/17/1991 0:00:00;"KWIK-E-MART GAS";23.26;;"Marge Simpson"
"Cleared";11/16/1991 0:00:00;"KWIK-E-MART";73.74;;"Marge Simpson"
"Cleared";11/16/1991 0:00:00;"WHOLE PAYCHECK";179.06;;"Marge Simpson"
"Cleared";11/22/1991 0:00:00;"WHOLE PAYCHECK";30.18;;"Marge Simpson"
"Cleared";11/12/1991 0:00:00;"PAYMENT";;-1623.18;"Marge Simpson"
"Cleared";11/23/1991 0:00:00;"WHOLEPAYCHECK.COM";74.55;;"Marge Simpson"
"Cleared";11/1/1991 0:00:00;"WHOLE PAYCHECK";332.36;;"Marge Simpson"
"Cleared";11/1/1991 0:00:00;"KWIK-E-MART GAS";45.69;;"Marge Simpson"
"Cleared";10/28/1991 0:00:00;"WHOLE PAYCHECK";66.18;;"Marge Simpson"
"Cleared";10/26/1991 0:00:00;"WELLNESS FOODS";27.05;;"Marge Simpson"
"Cleared";10/21/1991 0:00:00;"WHOLE PAYCHECK";28.08;;"Marge Simpson"
"Cleared";10/21/1991 0:00:00;"KWIK-E-MART GAS";52.13;;"Marge Simpson"
"Cleared";7/14/1991 0:00:00;"PAYMENT";;-814.00;"Marge Simpson"
"Cleared";11/16/1991 0:00:00;"KWIK-E-MART GAS";50.52;;"Marge Simpson"
"Cleared";12/10/1991 0:00:00;"KWIK-E-MART GAS";23.60;;"Marge Simpson"
"Cleared";12/29/1991 0:00:00;"KWIK-E-MART GAS";20.33;;"Marge Simpson"
"Cleared";12/23/1991 0:00:00;"SPRINGFIELD MALL";19.68;;"Marge Simpson"
"Cleared";12/22/1991 0:00:00;"TRY N' SAVE";100.05;;"Marge Simpson"
"Cleared";12/20/1991 0:00:00;"WHOLEPAYCHECK.COM";40.07;;"Marge Simpson"
"Cleared";12/17/1991 0:00:00;"ABERCROMBIE & THE OTHER GUY";166.55;;"Marge Simpson"
"Cleared";12/14/1991 0:00:00;"PAYMENT";;-1429.79;"Marge Simpson"
"Cleared";11/22/1991 0:00:00;"KWIK-E-MART GAS";20.54;;"Marge Simpson"
"Cleared";12/13/1991 0:00:00;"WHOLE PAYCHECK";139.34;;"Marge Simpson"
"Cleared";10/18/1991 0:00:00;"WHOLE PAYCHECK";113.30;;"Marge Simpson"
"Cleared";12/8/1991 0:00:00;"KWIK-E-MART GAS";35.40;;"Marge Simpson"
"Cleared";12/6/1991 0:00:00;"WHOLE PAYCHECK";270.57;;"Marge Simpson"
"Cleared";12/3/1991 0:00:00;"WHOLE PAYCHECK";130.57;;"Marge Simpson"
"Cleared";12/3/1991 0:00:00;"KWIK-E-MART GAS";22.22;;"Marge Simpson"
"Cleared";11/29/1991 0:00:00;"WHOLE PAYCHECK";103.35;;"Marge Simpson"
"Cleared";11/29/1991 0:00:00;"KWIK-E-MART GAS";38.22;;"Marge Simpson"
"Cleared";11/27/1991 0:00:00;"WHOLEPAYCHECK.COM";77.16;;"Marge Simpson"
"Cleared";12/14/1991 0:00:00;"KWIK-E-MART GAS";18.42;;"Marge Simpson"
"Cleared";8/13/1991 0:00:00;"PAYMENT";;-457.23;"Marge Simpson"
"Cleared";10/20/1991 0:00:00;"KWIK-E-MART";51.53;;"Marge Simpson"
"Cleared";9/4/1991 0:00:00;"WHOLE PAYCHECK";6.09;;"Marge Simpson"
"Cleared";9/1/1991 0:00:00;"WHOLE PAYCHECK";335.29;;"Marge Simpson"
"Cleared";9/1/1991 0:00:00;"KWIK-E-MART GAS";34.54;;"Marge Simpson"
"Cleared";8/25/1991 0:00:00;"KWIK-E-MART";66.36;;"Marge Simpson"
"Cleared";8/25/1991 0:00:00;"WHOLE PAYCHECK";45.53;;"Marge Simpson"
"Cleared";9/9/1991 0:00:00;"KWIK-E-MART GAS";28.38;;"Marge Simpson"
"Cleared";8/19/1991 0:00:00;"KWIK-E-MART GAS";38.31;;"Marge Simpson"
"Cleared";9/14/1991 0:00:00;"PAYMENT";;-1633.05;"Marge Simpson"
"Cleared";8/10/1991 0:00:00;"WHOLE PAYCHECK";8.43;;"Marge Simpson"
"Cleared";8/4/1991 0:00:00;"WHOLE PAYCHECK";114.69;;"Marge Simpson"
"Cleared";8/3/1991 0:00:00;"WHOLE PAYCHECK";363.54;;"Marge Simpson"
"Cleared";7/29/1991 0:00:00;"WHOLE PAYCHECK";11.15;;"Marge Simpson"
"Cleared";7/28/1991 0:00:00;"WHOLE PAYCHECK";33.73;;"Marge Simpson"
"Cleared";7/27/1991 0:00:00;"WHOLE PAYCHECK";4.21;;"Marge Simpson"
"Cleared";12/22/1990 0:00:00;"BREAD PITT";10.61;;"Marge Simpson"
"Cleared";8/24/1991 0:00:00;"KWIK-E-MART GAS";60.73;;"Marge Simpson"
"Cleared";10/1/1991 0:00:00;"KWIK-E-MART GAS";45.97;;"Marge Simpson"
"Cleared";10/18/1991 0:00:00;"KWIK-E-MART GAS";29.94;;"Marge Simpson"
"Cleared";10/14/1991 0:00:00;"PAYMENT";;-1157.91;"Marge Simpson"
"Cleared";10/13/1991 0:00:00;"KWIK-E-MART GAS";7.35;;"Marge Simpson"
"Cleared";10/11/1991 0:00:00;"KWIK-E-MART GAS";29.68;;"Marge Simpson"
"Cleared";10/8/1991 0:00:00;"WHOLEPAYCHECK.COM";91.14;;"Marge Simpson"
"Cleared";10/5/1991 0:00:00;"KWIK-E-MART GAS";19.14;;"Marge Simpson"
"Cleared";9/7/1991 0:00:00;"SPRINGFIELD TRAVEL AGENCY";316.68;;"Marge Simpson"
"Cleared";10/1/1991 0:00:00;"WHOLE PAYCHECK";414.84;;"Marge Simpson"
"Cleared";7/19/1991 0:00:00;"WHOLE PAYCHECK";338.94;;"Marge Simpson"
"Cleared";9/23/1991 0:00:00;"WHOLEPAYCHECK.COM";372.87;;"Marge Simpson"
"Cleared";9/23/1991 0:00:00;"WELLNESS FOODS";42.84;;"Marge Simpson"
"Cleared";9/23/1991 0:00:00;"KWIK-E-MART GAS";27.08;;"Marge Simpson"
"Cleared";9/22/1991 0:00:00;"WHOLEPAYCHECK.COM";186.43;;"Marge Simpson"
"Cleared";9/22/1991 0:00:00;"WHOLE PAYCHECK";26.62;;"Marge Simpson"
"Cleared";9/17/1991 0:00:00;"THINGS UNNECESSARY";44.47;;"Marge Simpson"
"Cleared";9/16/1991 0:00:00;"KWIK-E-MART GAS";58.27;;"Marge Simpson"
"Cleared";10/4/1991 0:00:00;"WHOLEPAYCHECK.COM";39.13;;"Marge Simpson"
"Cleared";9/14/1990 0:00:00;"PAYMENT";;-13.39;"Marge Simpson"
"Cleared";8/21/1990 0:00:00;"ABERCROMBIE & THE OTHER GUY";112.43;;"Marge Simpson"
"Cleared";10/1/1990 0:00:00;"KWIK-E-MART GAS";29.84;;"Marge Simpson"
"Cleared";8/21/1990 0:00:00;"TRY N' SAVE";37.48;;"Marge Simpson"
"Cleared";7/26/1990 0:00:00;"WAGE GAP";29.39;;"Marge Simpson"
"Cleared";9/10/1990 0:00:00;"WHOLE PAYCHECK";77.39;;"Marge Simpson"
"Cleared";8/19/1990 0:00:00;"KWIK-E-MART";64.59;;"Marge Simpson"
"Cleared";8/19/1990 0:00:00;"WHOLE PAYCHECK";79.73;;"Marge Simpson"
"Cleared";9/17/1990 0:00:00;"WHOLE PAYCHECK";75.22;;"Marge Simpson"
"Cleared";8/25/1990 0:00:00;"ABERCROMBIE & THE OTHER GUY";89.20;;"Marge Simpson"
"Cleared";8/18/1990 0:00:00;"SPRINGFIELD MIDDLE SCHOOL";247.08;;"Marge Simpson"
"Cleared";8/25/1990 0:00:00;"LIFE ON THE FAST LANE";7.43;;"Marge Simpson"
"Cleared";8/21/1990 0:00:00;"HAIRY SHEARERS";32.51;;"Marge Simpson"
"Cleared";8/28/1990 0:00:00;"WHOLE PAYCHECK";59.52;;"Marge Simpson"
"Cleared";10/6/1990 0:00:00;"WHOLE PAYCHECK";45.65;;"Marge Simpson"
"Cleared";8/18/1990 0:00:00;"CHEESE CULTURE: A WHEY OF LIFE";75.92;;"Marge Simpson"
"Cleared";9/18/1990 0:00:00;"TACOS WITHOUT BORDERS";23.49;;"Marge Simpson"
"Cleared";8/22/1990 0:00:00;"KRUSTY BURGER";28.01;;"Marge Simpson"
"Cleared";9/28/1990 0:00:00;"PAYMENT";;-696.00;"Marge Simpson"
"Cleared";9/29/1990 0:00:00;"WHOLE PAYCHECK";43.58;;"Marge Simpson"
"Cleared";8/29/1990 0:00:00;"KWIK-E-MART GAS";34.16;;"Marge Simpson"
"Cleared";9/17/1990 0:00:00;"LIFE ON THE FAST LANE";7.43;;"Marge Simpson"
"Cleared";9/9/1990 0:00:00;"PAYMENT";;-1740.00;"Marge Simpson"
"Cleared";9/19/1990 0:00:00;"KRUSTY BURGER";20.96;;"Marge Simpson"
"Cleared";8/19/1990 0:00:00;"TRY N' SAVE";38.23;;"Marge Simpson"
"Cleared";9/12/1990 0:00:00;"KWIK-E-MART GAS";33.33;;"Marge Simpson"
"Cleared";8/20/1990 0:00:00;"LIFE ON THE FAST LANE";7.43;;"Marge Simpson"
"Cleared";8/27/1990 0:00:00;"TRY N' SAVE";16.46;;"Marge Simpson"
"Cleared";9/16/1990 0:00:00;"WHOLE PAYCHECK";413.19;;"Marge Simpson"
"Cleared";10/10/1990 0:00:00;"TRY N' SAVE";55.00;;"Marge Simpson"
"Cleared";9/16/1990 0:00:00;"TRY N' SAVE";56.12;;"Marge Simpson"
"Cleared";10/11/1990 0:00:00;"TRY N' SAVE";55.00;;"Marge Simpson"
"Cleared";9/21/1990 0:00:00;"KWIK-E-MART GAS";34.39;;"Marge Simpson"
"Cleared";8/14/1990 0:00:00;"PAYMENT";;-1212.21;"Marge Simpson"
"Cleared";10/12/1990 0:00:00;"WHOLE PAYCHECK";48.11;;"Marge Simpson"
"Cleared";9/21/1990 0:00:00;"WHOLE PAYCHECK";125.02;;"Marge Simpson"
"Cleared";7/29/1990 0:00:00;"SWAPPER JACK'S";39.70;;"Marge Simpson"
"Cleared";8/21/1990 0:00:00;"TACOS WITHOUT BORDERS";16.44;;"Marge Simpson"
"Cleared";8/26/1990 0:00:00;"LIFE ON THE FAST LANE";6.54;;"Marge Simpson"
"Cleared";9/23/1990 0:00:00;"WHOLE PAYCHECK";86.48;;"Marge Simpson"
"Cleared";10/14/1990 0:00:00;"PAYMENT";;-1035.70;"Marge Simpson"
"Cleared";9/16/1990 0:00:00;"KWIK-E-MART";40.42;;"Marge Simpson"
"Cleared";9/23/1990 0:00:00;"KWIK-E-MART";78.11;;"Marge Simpson"
"Cleared";8/13/1990 0:00:00;"KWIK-E-MART GAS";32.33;;"Marge Simpson"
"Cleared";8/7/1990 0:00:00;"WHOLE PAYCHECK";9.49;;"Homer Simpson"
"Cleared";9/24/1991 0:00:00;"WHOLE PAYCHECK";47.79;;"Homer Simpson"
"Cleared";10/1/1991 0:00:00;"KWIK-E-MART GAS";26.83;;"Homer Simpson"
"Cleared";10/1/1991 0:00:00;"WHOLE PAYCHECK";2.78;;"Homer Simpson"
"Cleared";10/1/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";7/30/1990 0:00:00;"TOMMY HILLCLIMBER";;-22.35;"Homer Simpson"
"Cleared";10/22/1991 0:00:00;"WHOLE PAYCHECK";78.29;;"Homer Simpson"
"Cleared";10/22/1991 0:00:00;"WHOLE PAYCHECK";24.96;;"Homer Simpson"
