"Date","Description","Card Member","Account .","Amount","Category"
4/3/1991 0:00:00,"THINGS UNNECESSARY","MARGE SIMPSON",-80942.00,45.44,"Merchandise & Supplies-Internet Purchase"
4/4/1989 0:00:00,"THINGS UNNECESSARY","MARGE SIMPSON",-80942.00,39.16,"Merchandise & Supplies-Wholesale Stores"
4/4/1990 0:00:00,"RURAL OUTFITTERS","MARGE SIMPSON",-80942.00,28.05,"Merchandise & Supplies-Clothing Stores"
4/4/1990 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,33.54,"Merchandise & Supplies-Internet Purchase"
4/4/1990 0:00:00,"KRUSTY BURGER","HOMER SIMPSON",-80934.00,28.47,"Restaurant-Bar & Café"
4/4/1990 0:00:00,"NOTORIOUS P.I.G. BBQ","MARGE SIMPSON",-80942.00,47.57,"Restaurant-Bar & Café"
4/4/1991 0:00:00,"THE SHARPER MARK-UP","MARGE SIMPSON",-80942.00,67.10,"Merchandise & Supplies-Internet Purchase"
4/5/1989 0:00:00,"THAI TANIC","MARGE SIMPSON",-80942.00,77.47,"Restaurant-Restaurant"
4/5/1989 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,17.86,"Restaurant-Bar & Café"
4/5/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,31.18,"Transportation-Fuel"
4/5/1989 0:00:00,"SPRINGFIELD GLEN COUNTRY CLUB","MARGE SIMPSON",-80942.00,24.97,"Entertainment-Other Entertainment"
4/5/1991 0:00:00,"THE OPPS STORE","MARGE SIMPSON",-80942.00,11.83,"Other-Miscellaneous"
4/5/1991 0:00:00,"DUDLEY DO-DRUGS","MARGE SIMPSON",-80942.00,7.26,"Merchandise & Supplies-Pharmacies"
4/6/1989 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,15.22,"Merchandise & Supplies-Internet Purchase"
4/6/1989 0:00:00,"KRUSTY BURGER","HOMER SIMPSON",-80934.00,30.36,"Restaurant-Bar & Café"
4/6/1989 0:00:00,"SOMETHING WICKER THIS WAY COMES","MARGE SIMPSON",-80942.00,202.18,"Merchandise & Supplies-Sporting Goods Stores"
4/6/1989 0:00:00,"THINGS UNNECESSARY","MARGE SIMPSON",-80942.00,13.98,"Merchandise & Supplies-Internet Purchase"
4/6/1989 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,5.88,"Merchandise & Supplies-Wholesale Stores"
4/6/1991 0:00:00,"SPRINGFIELD GLEN COUNTRY CLUB","MARGE SIMPSON",-80942.00,29.83,"Entertainment-Other Entertainment"
4/7/1989 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,35.45,"Communications-Telephone Comm"
4/7/1989 0:00:00,"PUNCHLINE JUICE BAR","MARGE SIMPSON",-80942.00,3.47,"Restaurant-Bar & Café"
4/7/1991 0:00:00,"JITTERS COFFEE","MARGE SIMPSON",-80942.00,11.74,"Restaurant-Bar & Café"
4/7/1991 0:00:00,"TOMMY HILLCLIMBER","MARGE SIMPSON",-80942.00,10.24,"Merchandise & Supplies-Internet Purchase"
4/8/1989 0:00:00,"KENTUCKY FRIED PANDA","MARGE SIMPSON",-80942.00,3.61,"Restaurant-Restaurant"
4/8/1989 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,46.98,"Merchandise & Supplies-Groceries"
4/8/1989 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,32.93,"Merchandise & Supplies-Wholesale Stores"
4/8/1990 0:00:00,"BANANA MONARCHY","MARGE SIMPSON",-80942.00,34.34,"Merchandise & Supplies-Clothing Stores"
4/8/1991 0:00:00,"THE COD FATHER","MARGE SIMPSON",-80942.00,20.51,"Merchandise & Supplies-Internet Purchase"
4/8/1991 0:00:00,"OUR DAILY BREAD","MARGE SIMPSON",-80942.00,13.15,"Restaurant-Bar & Café"
4/9/1989 0:00:00,"ZOVUVAZZ","MARGE SIMPSON",-80942.00,251.44,"Communications-Mobile Telecom"
4/9/1989 0:00:00,"COUNTER CULTURE RESTAURANT","HOMER SIMPSON",-80934.00,31.88,"Restaurant-Restaurant"
4/9/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,18.87,"Transportation-Fuel"
4/9/1990 0:00:00,"ZOVUVAZZ","MARGE SIMPSON",-80942.00,256.55,"Communications-Mobile Telecom"
4/9/1991 0:00:00,"OUR DAILY BREAD","MARGE SIMPSON",-80942.00,21.21,"Restaurant-Bar & Café"
4/10/1989 0:00:00,"CHEESE CULTURE: A WHEY OF LIFE","MARGE SIMPSON",-80942.00,127.75,"Restaurant-Restaurant"
4/10/1990 0:00:00,"BREAD PITT","MARGE SIMPSON",-80942.00,10.61,"Merchandise & Supplies-Groceries"
4/10/1990 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,32.54,"Communications-Telephone Comm"
4/10/1990 0:00:00,"NOTORIOUS P.I.G. BBQ","MARGE SIMPSON",-80942.00,47.57,"Restaurant-Bar & Café"
4/10/1990 0:00:00,"TOMMY HILLCLIMBER","MARGE SIMPSON",-80942.00,145.35,"Merchandise & Supplies-Internet Purchase"
4/10/1991 0:00:00,"ZOVUVAZZ","MARGE SIMPSON",-80942.00,330.93,"Communications-Mobile Telecom"
4/10/1991 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,32.54,"Communications-Telephone Comm"
4/11/1990 0:00:00,"KRUSTY BURGER","MARGE SIMPSON",-80942.00,31.77,"Restaurant-Bar & Café"
4/12/1989 0:00:00,"NOTORIOUS P.I.G. BBQ","HOMER SIMPSON",-80934.00,23.39,"Restaurant-Restaurant"
4/12/1989 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,7.44,"Merchandise & Supplies-Internet Purchase"
4/12/1989 0:00:00,"BANANA MONARCHY","MARGE SIMPSON",-80942.00,15.42,"Merchandise & Supplies-Clothing Stores"
4/12/1989 0:00:00,"BUNS N’ ROSES","HOMER SIMPSON",-80934.00,15.04,"Restaurant-Bar & Café"
4/12/1989 0:00:00,"GREATFUL BREAD","MARGE SIMPSON",-80942.00,9.90,"Restaurant-Bar & Café"
4/12/1990 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,7.44,"Merchandise & Supplies-Internet Purchase"
4/13/1989 0:00:00,"JIMMY CHANGAS","HOMER SIMPSON",-80934.00,1.15,"Restaurant-Restaurant"
4/13/1989 0:00:00,"JIMMY CHANGAS","HOMER SIMPSON",-80934.00,28.77,"Restaurant-Restaurant"
4/13/1990 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,134.24,"Merchandise & Supplies-Groceries"
4/13/1990 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,196.94,"Merchandise & Supplies-Wholesale Stores"
4/13/1991 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,76.17,"Merchandise & Supplies-Groceries"
4/14/1990 0:00:00,"ABERCROMBIE & THE OTHER GUY","MARGE SIMPSON",-80942.00,47.02,"Merchandise & Supplies-Clothing Stores"
4/15/1989 0:00:00,"AMERICAN VULTURE","MARGE SIMPSON",-80942.00,-77.11,"Merchandise & Supplies-Clothing Stores"
4/15/1989 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,11.74,"Merchandise & Supplies-Internet Purchase"
4/15/1989 0:00:00,"GET IT STRAIGHT ORTHODONTICS","MARGE SIMPSON",-80942.00,150.51,"Business Services-Health Care Services"
4/15/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,37.70,"Transportation-Fuel"
4/15/1989 0:00:00,"GAS 'N' GULP","HOMER SIMPSON",-80934.00,24.97,"Transportation-Fuel"
4/15/1990 0:00:00,"GET IT STRAIGHT ORTHODONTICS","MARGE SIMPSON",-80942.00,115.71,"Business Services-Health Care Services"
4/15/1991 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,11.52,"Merchandise & Supplies-Groceries"
4/15/1991 0:00:00,"JAVA THE HUT","MARGE SIMPSON",-80942.00,13.38,"Merchandise & Supplies-Groceries"
4/16/1989 0:00:00,"THE RIGHT TO BARE ARMS","MARGE SIMPSON",-80942.00,62.64,"Other-Education"
4/16/1989 0:00:00,"JUST FALAFS","HOMER SIMPSON",-80934.00,26.96,"Restaurant-Restaurant"
4/16/1990 0:00:00,"PAYMENT","MARGE SIMPSON",-80942.00,-1065.75,""
4/16/1991 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,16.91,"Restaurant-Restaurant"
4/16/1991 0:00:00,"HINDENBURGER","MARGE SIMPSON",-80942.00,4.41,"Restaurant-Restaurant"
4/16/1991 0:00:00,"SPRINGFIELD HIGH SCHOOL","MARGE SIMPSON",-80942.00,943.95,"Other-Education"
4/17/1989 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,29.03,"Merchandise & Supplies-Groceries"
4/17/1990 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,34.36,"Communications-Telephone Comm"
4/17/1991 0:00:00,"ITCHY & SCRATCHY PLUS","HOMER SIMPSON",-80934.00,13.04,"Merchandise & Supplies-Internet Purchase"
4/17/1991 0:00:00,"HINDENBURGER","MARGE SIMPSON",-80942.00,21.10,"Restaurant-Restaurant"
4/17/1991 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,34.36,"Communications-Telephone Comm"
4/17/1991 0:00:00,"NOTFLIX","MARGE SIMPSON",-80942.00,15.65,"Communications-Cable & Internet Comm"
4/18/1989 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,52.48,"Communications-Telephone Comm"
4/18/1989 0:00:00,"SPRAWL-MART","HOMER SIMPSON",-80934.00,27.57,"Merchandise & Supplies-Hardware Supplies"
4/18/1990 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,52.48,"Communications-Telephone Comm"
4/18/1990 0:00:00,"NOTORIOUS P.I.G. BBQ","MARGE SIMPSON",-80942.00,36.45,"Restaurant-Bar & Café"
4/19/1989 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,8.69,"Merchandise & Supplies-Internet Purchase"
4/19/1989 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,13.97,"Merchandise & Supplies-Internet Purchase"
4/19/1989 0:00:00,"PAYMENT","HOMER SIMPSON",-80934.00,-3245.55,""
4/19/1989 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,4.47,"Merchandise & Supplies-Groceries"
4/19/1990 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,8.69,"Merchandise & Supplies-Internet Purchase"
4/19/1990 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,13.97,"Merchandise & Supplies-Internet Purchase"
4/19/1991 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,8.69,"Merchandise & Supplies-Internet Purchase"
4/19/1991 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,13.97,"Merchandise & Supplies-Internet Purchase"
4/20/1989 0:00:00,"KRUSTY BURGER","HOMER SIMPSON",-80934.00,27.52,"Restaurant-Bar & Café"
4/20/1989 0:00:00,"SPRAWL-MART","HOMER SIMPSON",-80934.00,10.17,"Merchandise & Supplies-Hardware Supplies"
4/20/1991 0:00:00,"ROAD SCHOLAR TRANSPORT","MARGE SIMPSON",-80942.00,25.23,"Transportation-Auto Services"
4/21/1990 0:00:00,"PAYMENT","HOMER SIMPSON",-80934.00,-3269.08,""
4/21/1991 0:00:00,"PAYMENT","HOMER SIMPSON",-80934.00,-3187.85,""
4/22/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,39.64,"Transportation-Fuel"
4/23/1991 0:00:00,"DOME DEPOT","HOMER SIMPSON",-80934.00,17.71,"Merchandise & Supplies-Hardware Supplies"
4/23/1991 0:00:00,"SAM & ELLA’S PIZZA","HOMER SIMPSON",-80934.00,29.17,"Restaurant-Restaurant"
4/23/1991 0:00:00,"SPRINGFIELD HIGH SCHOOL","MARGE SIMPSON",-80942.00,43.50,"Other-Education"
4/24/1989 0:00:00,"CITY OF SPRINGFIELD","HOMER SIMPSON",-80934.00,83.56,"Other-Government Services"
4/24/1989 0:00:00,"PASSMORE GAS","HOMER SIMPSON",-80934.00,12.04,"Transportation-Fuel"
4/24/1990 0:00:00,"CITY OF SPRINGFIELD","HOMER SIMPSON",-80934.00,88.87,"Other-Government Services"
4/24/1991 0:00:00,"SPRINGERS DANCE","MARGE SIMPSON",-80942.00,6.09,"Business Services-Conferences & Training"
4/24/1991 0:00:00,"CITY OF SPRINGFIELD","HOMER SIMPSON",-80934.00,83.56,"Other-Government Services"
4/24/1991 0:00:00,"KRUSTY BURGER","MARGE SIMPSON",-80942.00,18.33,"Restaurant-Bar & Café"
4/24/1991 0:00:00,"SPRAWL-MART","HOMER SIMPSON",-80934.00,33.72,"Merchandise & Supplies-Hardware Supplies"
4/25/1990 0:00:00,"TRY N' SAVE","HOMER SIMPSON",-80934.00,20.69,"Merchandise & Supplies-Wholesale Stores"
4/26/1989 0:00:00,"BUNS N’ ROSES","HOMER SIMPSON",-80934.00,22.84,"Restaurant-Restaurant"
4/26/1989 0:00:00,"SWANKY FISH","MARGE SIMPSON",-80942.00,22.07,"Restaurant-Bar & Café"
4/26/1989 0:00:00,"FEES","HOMER SIMPSON",-80934.00,1.67,"Fees & Adjustments-Fees & Adjustments"
4/26/1989 0:00:00,"FEES","HOMER SIMPSON",-80934.00,1.79,"Fees & Adjustments-Fees & Adjustments"
4/26/1989 0:00:00,"FEES","HOMER SIMPSON",-80934.00,1.08,"Fees & Adjustments-Fees & Adjustments"
4/26/1989 0:00:00,"FEES","HOMER SIMPSON",-80934.00,1.53,"Fees & Adjustments-Fees & Adjustments"
4/26/1989 0:00:00,"RUGRATS REFINED","MARGE SIMPSON",-80942.00,13.04,"Merchandise & Supplies-Computer Supplies"
4/26/1990 0:00:00,"FEES","HOMER SIMPSON",-80934.00,8.63,"Fees & Adjustments-Fees & Adjustments"
4/26/1990 0:00:00,"FEES","HOMER SIMPSON",-80934.00,3.46,"Fees & Adjustments-Fees & Adjustments"
4/26/1990 0:00:00,"FEES","HOMER SIMPSON",-80934.00,7.92,"Fees & Adjustments-Fees & Adjustments"
4/26/1990 0:00:00,"FEES","HOMER SIMPSON",-80934.00,6.18,"Fees & Adjustments-Fees & Adjustments"
4/26/1990 0:00:00,"FEES","HOMER SIMPSON",-80934.00,9.09,"Fees & Adjustments-Fees & Adjustments"
4/26/1990 0:00:00,"FEES","HOMER SIMPSON",-80934.00,2.33,"Fees & Adjustments-Fees & Adjustments"
4/26/1991 0:00:00,"SAM & ELLA’S PIZZA","HOMER SIMPSON",-80934.00,-4.35,"Restaurant-Restaurant"
4/26/1991 0:00:00,"FEES","HOMER SIMPSON",-80934.00,1.52,"Fees & Adjustments-Fees & Adjustments"
4/26/1991 0:00:00,"FEES","HOMER SIMPSON",-80934.00,1.58,"Fees & Adjustments-Fees & Adjustments"
4/26/1991 0:00:00,"FEES","HOMER SIMPSON",-80934.00,6.77,"Fees & Adjustments-Fees & Adjustments"
4/26/1991 0:00:00,"FEES","HOMER SIMPSON",-80934.00,8.40,"Fees & Adjustments-Fees & Adjustments"
4/26/1991 0:00:00,"FEES","HOMER SIMPSON",-80934.00,9.09,"Fees & Adjustments-Fees & Adjustments"
4/26/1991 0:00:00,"FEES","HOMER SIMPSON",-80934.00,1.97,"Fees & Adjustments-Fees & Adjustments"
4/27/1989 0:00:00,"CURL UP & DYE SALON","MARGE SIMPSON",-80942.00,25.35,"Merchandise & Supplies-Department Stores"
4/27/1990 0:00:00,"TACO BELLEVUE HOSPITAL","MARGE SIMPSON",-80942.00,166.33,"Business Services-Health Care Services"
4/27/1990 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,118.43,"Merchandise & Supplies-Groceries"
4/27/1990 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,17.40,"Transportation-Fuel"
4/27/1990 0:00:00,"SPRINGFIELD DMV","MARGE SIMPSON",-80942.00,151.16,"Other-Government Services"
4/27/1990 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,207.93,"Merchandise & Supplies-Wholesale Stores"
4/27/1991 0:00:00,"SPRINGFIELD DMV","MARGE SIMPSON",-80942.00,125.93,"Other-Government Services"
4/28/1989 0:00:00,"TACO BELLEVUE HOSPITAL","MARGE SIMPSON",-80942.00,163.57,"Business Services-Health Care Services"
4/28/1989 0:00:00,"FACE SHOP","MARGE SIMPSON",-80942.00,134.24,"Merchandise & Supplies-Department Stores"
4/28/1990 0:00:00,"THORASSIC PARK","MARGE SIMPSON",-80942.00,56.55,"Business Services-Health Care Services"
4/28/1991 0:00:00,"POVERTY BARN","MARGE SIMPSON",-80942.00,24.19,"Merchandise & Supplies-General Retail"
4/29/1989 0:00:00,"DISH NOT WORK","HOMER SIMPSON",-80934.00,187.19,"Communications-Cable & Internet Comm"
4/29/1989 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,59.20,"Merchandise & Supplies-Groceries"
4/29/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,44.19,"Transportation-Fuel"
4/29/1989 0:00:00,"SPRINGFIELD DMV","MARGE SIMPSON",-80942.00,149.85,"Other-Government Services"
4/29/1989 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,140.13,"Merchandise & Supplies-Wholesale Stores"
4/29/1989 0:00:00,"TRY N' SAVE","HOMER SIMPSON",-80934.00,71.43,"Merchandise & Supplies-Internet Purchase"
4/29/1990 0:00:00,"DISH NOT WORK","HOMER SIMPSON",-80934.00,183.90,"Communications-Cable & Internet Comm"
4/29/1991 0:00:00,"DISH NOT WORK","HOMER SIMPSON",-80934.00,52.20,"Communications-Cable & Internet Comm"
4/29/1991 0:00:00,"SPRINGFIELD MIDDLE SCHOOL","MARGE SIMPSON",-80942.00,52.20,"Other-Education"
4/30/1989 0:00:00,"GRAMMER RODEO","MARGE SIMPSON",-80942.00,55.68,"Other-Charities"
4/30/1989 0:00:00,"THORASSIC PARK","MARGE SIMPSON",-80942.00,59.16,"Business Services-Health Care Services"
4/30/1990 0:00:00,"WAGE GAP","MARGE SIMPSON",-80942.00,27.89,"Merchandise & Supplies-Internet Purchase"
4/30/1990 0:00:00,"THE HORSESHOE ROAD INN","MARGE SIMPSON",-80942.00,404.14,"Travel-Lodging"
4/30/1991 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,13.24,"Restaurant-Restaurant"
4/30/1991 0:00:00,"HINDENBURGER","HOMER SIMPSON",-80934.00,18.22,"Restaurant-Restaurant"
5/1/1989 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,-5.22,"Merchandise & Supplies-Internet Purchase"
5/1/1989 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,13.04,"Merchandise & Supplies-Internet Purchase"
5/1/1991 0:00:00,"KRUSTY BURGER","MARGE SIMPSON",-80942.00,38.08,"Restaurant-Bar & Café"
5/1/1991 0:00:00,"WEE MONSIEUR","MARGE SIMPSON",-80942.00,23.31,"Merchandise & Supplies-Clothing Stores"
5/2/1989 0:00:00,"LORD OF THE WINGS","MARGE SIMPSON",-80942.00,6.55,"Restaurant-Bar & Café"
5/2/1989 0:00:00,"GAS 'N' GULP","HOMER SIMPSON",-80934.00,30.69,"Transportation-Fuel"
5/2/1989 0:00:00,"DUDLEY DO-DRUGS","MARGE SIMPSON",-80942.00,1.39,"Merchandise & Supplies-Pharmacies"
5/2/1989 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,17.12,"Merchandise & Supplies-Wholesale Stores"
5/2/1990 0:00:00,"KRUSTY BURGER","MARGE SIMPSON",-80942.00,29.41,"Restaurant-Bar & Café"
5/2/1990 0:00:00,"NOTORIOUS P.I.G. BBQ","MARGE SIMPSON",-80942.00,36.45,"Restaurant-Bar & Café"
5/3/1989 0:00:00,"BREAD PITT","MARGE SIMPSON",-80942.00,9.32,"Merchandise & Supplies-Groceries"
5/3/1989 0:00:00,"PAYMENT","MARGE SIMPSON",-80942.00,-1609.50,""
5/3/1989 0:00:00,"KRUSTY BURGER","HOMER SIMPSON",-80934.00,30.36,"Restaurant-Bar & Café"
5/3/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,28.24,"Transportation-Fuel"
5/3/1991 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,87.86,"Merchandise & Supplies-Groceries"
5/3/1991 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,118.18,"Merchandise & Supplies-Wholesale Stores"
5/4/1989 0:00:00,"NORTH HAVERBROOK DANCE","MARGE SIMPSON",-80942.00,10.44,"Business Services-Health Care Services"
5/4/1989 0:00:00,"LUFTWAFFLES","MARGE SIMPSON",-80942.00,2.11,"Merchandise & Supplies-Groceries"
5/4/1989 0:00:00,"JITTERS COFFEE","MARGE SIMPSON",-80942.00,8.50,"Restaurant-Bar & Café"
5/4/1989 0:00:00,"NOTORIOUS P.I.G. BBQ","MARGE SIMPSON",-80942.00,16.81,"Restaurant-Restaurant"
5/4/1989 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,1.77,"Merchandise & Supplies-Groceries"
5/4/1990 0:00:00,"SOME OF THAT JAZZ","MARGE SIMPSON",-80942.00,60.90,"Merchandise & Supplies-Computer Supplies"
5/4/1991 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,30.62,"Merchandise & Supplies-Groceries"
5/5/1989 0:00:00,"JUST FALAFS","HOMER SIMPSON",-80934.00,21.70,"Restaurant-Restaurant"
5/5/1990 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,41.55,"Merchandise & Supplies-Internet Purchase"
5/5/1991 0:00:00,"FACE SHOP","MARGE SIMPSON",-80942.00,130.50,"Merchandise & Supplies-Department Stores"
5/5/1991 0:00:00,"ABERCROMBIE & THE OTHER GUY","MARGE SIMPSON",-80942.00,91.61,"Merchandise & Supplies-Clothing Stores"
5/6/1989 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,12.59,"Merchandise & Supplies-Internet Purchase"
5/6/1989 0:00:00,"SEW IT SEAMS","MARGE SIMPSON",-80942.00,13.66,"Merchandise & Supplies-Internet Purchase"
5/6/1989 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,10.28,"Merchandise & Supplies-Wholesale Stores"
5/6/1989 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,41.34,"Merchandise & Supplies-Wholesale Stores"
5/6/1990 0:00:00,"ABERCROMBIE & THE OTHER GUY","MARGE SIMPSON",-80942.00,128.76,"Merchandise & Supplies-Clothing Stores"
5/6/1991 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,12.09,"Merchandise & Supplies-Internet Purchase"
5/6/1991 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,12.24,"Merchandise & Supplies-Internet Purchase"
5/6/1991 0:00:00,"GOLD NAVY","MARGE SIMPSON",-80942.00,38.21,"Merchandise & Supplies-Internet Purchase"
5/7/1989 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,35.45,"Communications-Telephone Comm"
5/7/1989 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,34.34,"Merchandise & Supplies-Groceries"
5/7/1989 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,-2.57,"Merchandise & Supplies-Groceries"
5/7/1989 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,8.03,"Merchandise & Supplies-Groceries"
5/7/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,34.36,"Transportation-Fuel"
5/7/1990 0:00:00,"AMERICAN VULTURE","MARGE SIMPSON",-80942.00,52.13,"Merchandise & Supplies-Clothing Stores"
5/7/1990 0:00:00,"SOME OF THAT JAZZ","MARGE SIMPSON",-80942.00,52.20,"Merchandise & Supplies-Computer Supplies"
5/7/1991 0:00:00,"HOLLY MOLLY DANCE","MARGE SIMPSON",-80942.00,43.50,"Other-Education"
5/7/1991 0:00:00,"GOLD NAVY","MARGE SIMPSON",-80942.00,18.64,"Merchandise & Supplies-Internet Purchase"
5/8/1989 0:00:00,"CENTSABLE FASHIONS","MARGE SIMPSON",-80942.00,101.83,"Merchandise & Supplies-Clothing Stores"
5/8/1989 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,4.61,"Merchandise & Supplies-Groceries"
5/8/1990 0:00:00,"NOTORIOUS P.I.G. BBQ","HOMER SIMPSON",-80934.00,41.92,"Restaurant-Bar & Café"
5/8/1990 0:00:00,"PUNCHLINE JUICE BAR","MARGE SIMPSON",-80942.00,11.08,"Restaurant-Bar & Café"
5/8/1991 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,8.45,"Restaurant-Restaurant"
5/8/1991 0:00:00,"HOLY COW DANCE","MARGE SIMPSON",-80942.00,87.00,"Travel-Lodging"
5/8/1991 0:00:00,"HINDENBURGER","MARGE SIMPSON",-80942.00,16.45,"Restaurant-Restaurant"
5/8/1991 0:00:00,"NOTORIOUS P.I.G. BBQ","MARGE SIMPSON",-80942.00,9.40,"Restaurant-Bar & Café"
5/8/1991 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,-4.91,"Merchandise & Supplies-Groceries"
5/8/1991 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,13.67,"Merchandise & Supplies-Groceries"
5/9/1989 0:00:00,"ZOVUVAZZ","MARGE SIMPSON",-80942.00,252.90,"Communications-Mobile Telecom"
5/9/1990 0:00:00,"KRUSTY BURGER","MARGE SIMPSON",-80942.00,28.76,"Restaurant-Bar & Café"
5/9/1991 0:00:00,"ZOVUVAZZ","MARGE SIMPSON",-80942.00,330.93,"Communications-Mobile Telecom"
5/9/1991 0:00:00,"JUST FALAFS","HOMER SIMPSON",-80934.00,17.87,"Restaurant-Restaurant"
5/10/1989 0:00:00,"LEFTORIUM","MARGE SIMPSON",-80942.00,26.10,"Merchandise & Supplies-Arts & Jewelry"
5/10/1989 0:00:00,"KRUSTY BURGER","MARGE SIMPSON",-80942.00,17.00,"Restaurant-Bar & Café"
5/10/1990 0:00:00,"ZOVUVAZZ","MARGE SIMPSON",-80942.00,253.93,"Communications-Mobile Telecom"
5/10/1990 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,32.54,"Communications-Telephone Comm"
5/10/1991 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,32.54,"Communications-Telephone Comm"
5/10/1991 0:00:00,"JUST FALAFS","HOMER SIMPSON",-80934.00,-4.35,"Restaurant-Restaurant"
5/11/1989 0:00:00,"PASSMORE GAS","HOMER SIMPSON",-80934.00,13.71,"Transportation-Fuel"
5/11/1989 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,6.74,"Merchandise & Supplies-Wholesale Stores"
5/11/1990 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,129.74,"Merchandise & Supplies-Groceries"
5/11/1990 0:00:00,"GAS 'N' GULP","HOMER SIMPSON",-80934.00,8.43,"Transportation-Fuel"
5/11/1990 0:00:00,"TRY N' SAVE","HOMER SIMPSON",-80934.00,28.93,"Merchandise & Supplies-Wholesale Stores"
5/11/1990 0:00:00,"TRY N' SAVE","HOMER SIMPSON",-80934.00,170.52,"Merchandise & Supplies-Wholesale Stores"
5/11/1990 0:00:00,"SPRINGFIELD HIGH SCHOOL","MARGE SIMPSON",-80942.00,152.25,"Other-Education"
5/12/1989 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,7.44,"Merchandise & Supplies-Internet Purchase"
